brand,product,processor,ram_gb,gpu,os,screen_size,price,Cpu_brand,Gpu_brand,hdd,ssd,LogPrice,storage_gb,weight_kg,total_pixels,ppi,processor_score,gpu_score,performance_score,portability_score,value_score,is_gaming,is_ultraportable,brand_encoded,product_encoded,processor_encoded,gpu_encoded,os_encoded,Cpu_brand_encoded,Gpu_brand_encoded
Dell,Inspiron 3501 Laptop,"Quad Core, 8 Threads",8,Intel Iris Xe Graphics,Windows 10 OS,15.6,52500,"Quad Core,",Intel,0,0,10.86856845,256,2.0,2073600,92.3076923076923,5,2,2.975,6.0,0.5666666666666667,0,0,6,296,28,123,10,16,17
Dell,Latitude 3410 Laptop,"Quad Core, 8 Threads",8,Intel HD,Ubuntu OS,14.0,59999,"Quad Core,",Intel,0,512,11.00208317,512,2.0,2073600,102.85714285714286,5,2,3.1,6.0,0.5166752779212986,0,0,6,354,28,100,8,16,17
Apple,MacBook Air 2020 MGN73HN Laptop,Octa Core (4P + 4E),8,Apple M1 Integrated Graphics,Mac OS,13.3,112990,Octa Core,Apple,0,512,11.6350546,512,2.0,2073600,108.27067669172932,8,2,4.300000000000001,6.0,0.38056465173909204,0,0,2,377,21,91,7,13,14
Avita,Pura NS14A6 Laptop,"Quad Core, 8 Threads",8,AMD Radeon Vega 8,Windows 10 OS,14.0,21990,"Quad Core,",AMD,0,512,9.998343084,512,2.0,2073600,102.85714285714286,5,3,3.4,6.0,1.5461573442473853,0,0,4,493,28,87,10,16,12
Apple,MacBook Pro 16 Laptop,Octa Core,32,4GB Radeon Pro 5500M,Mac Catalina OS,16.0,201498,Octa Core,4GB,0,2000,12.21353473,2000,2.0,2073600,90.0,8,3,6.0765625,6.0,0.30156937041558723,0,0,2,382,20,48,5,13,8
HP,Victus 15-fa1145TX Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,64990,Octa Core,4GB,0,1000,11.08198869,1000,2.0,2073600,92.3076923076923,8,5,5.68828125,6.0,0.875254846899523,1,0,9,636,22,31,12,13,8
Lenovo,Thinkpad E14 G4 21E3S00P00 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,DOS OS,14.0,68999,10 Cores,Intel,0,512,11.14184729,512,2.0,2073600,102.85714285714286,7,2,3.9000000000000004,6.0,0.5652255829794636,0,0,14,581,1,123,3,0,17
Lenovo,Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,60990,"Hexa Core,",4GB,0,512,11.0184652,512,2.0,2073600,92.3076923076923,6,5,4.4,6.0,0.721429742580751,1,0,14,286,19,31,12,12,8
Dell,Inspiron 3520 IN3520P9K46002ORS1 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,40990,Hexa Core,Intel,0,512,10.62108341,512,2.0,2073600,92.3076923076923,6,2,3.5000000000000004,6.0,0.8538667967797025,0,0,6,303,18,112,12,11,17
Lenovo,LOQ 15APH8 82XT004KIN Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,15.6,107690,"Octa Core,",8GB,0,512,11.58701201,512,2.0,2073600,92.3076923076923,8,8,6.35,6.0,0.5896554926176989,1,0,14,346,24,63,12,14,11
Lenovo,V15 G4 Laptop,"Dual Core, 2 Threads",8,AMD Radeon 610M,Windows 11 OS,15.6,25490,"Dual Core,",AMD,0,512,10.1460415,512,2.0,2073600,92.3076923076923,3,3,2.6,6.0,1.0200078462142017,0,0,14,616,16,74,12,10,12
HP,15s-FR5012TU Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,38999,Hexa Core,Intel,0,512,10.57129128,512,2.0,2073600,92.3076923076923,6,2,3.5000000000000004,6.0,0.8974589092028001,0,0,9,21,18,126,12,11,17
Infinix,INBook Y1 Plus 15 XL28 Laptop,"Quad Core, 8 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,59990,"Quad Core,",Intel,0,512,11.00193316,512,2.0,2073600,92.3076923076923,5,2,3.1,6.0,0.5167527921320221,0,0,12,213,28,112,12,16,17
HP,Victus 15-FA1098TX Laptop,"Octa Core (4P + 4E), 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,60990,Octa Core,4GB,0,512,11.0184652,512,2.0,2073600,92.3076923076923,8,5,5.2,6.0,0.852598786686342,1,0,9,625,22,31,12,13,8
HP,Victus 15-fb1002AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,55500,"Hexa Core,",4GB,0,512,10.9241383,512,2.0,2073600,92.3076923076923,6,5,4.4,6.0,0.7927927927927929,1,0,9,650,19,31,12,12,8
HP,Pavilion Plus ‎16-ab0456TX Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 3050,Windows 11 OS,16.0,124999,14 Cores,6GB,0,1000,11.73606102,1000,2.0,2073600,90.0,9,6,6.38828125,6.0,0.5110665885327083,1,0,9,470,8,50,12,3,9
HP,Omen 16-XD0007ax Gaming Laptop,"Octa Core, 16 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16.1,104990,"Octa Core,",6GB,0,1000,11.56162039,1000,2.0,2073600,89.44099378881987,8,7,6.288281250000001,6.0,0.5989409705686256,1,0,9,417,24,53,12,14,9
MSI,Katana 15 B12VGK-1295IN Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",16,8GB NVIDIA GeForce RTX 4070,Windows 11 OS,15.6,136990,10 Cores,8GB,0,1000,11.82766321,1000,2.0,2073600,92.3076923076923,7,8,6.18828125,6.0,0.45173233447696914,1,0,15,341,2,64,12,0,11
Lenovo,Legion Slim 5 82Y9009JIN Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16.0,131990,"Octa Core,",8GB,0,1000,11.79048144,1000,2.0,2073600,90.0,8,8,6.58828125,6.0,0.4991500303053261,1,0,14,368,24,63,12,14,11
Lenovo,IdeaPad Slim 3 14ITL6 82H701N3IN Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,14.0,36490,"Dual Core,",Intel,0,512,10.50479353,512,2.0,2073600,102.85714285714286,3,2,2.3000000000000003,6.0,0.6303096738832558,0,0,14,264,17,126,12,10,17
Asus,ROG Flow X13 GV302XV-MU016WS Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,13.4,188752,"Octa Core,",8GB,0,1000,12.14818926,1000,2.0,2073600,107.46268656716417,8,8,6.58828125,6.0,0.3490443147622277,1,0,3,494,24,63,12,14,11
HP,250 G9 7M657PA Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated,Windows 11 OS,15.6,36999,Hexa Core,Intel,0,512,10.51864616,512,2.0,2073600,92.3076923076923,6,2,3.5000000000000004,6.0,0.9459715127435878,0,0,9,50,18,102,12,11,17
Lenovo,Yoga 7 82YL0095IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Integrated Intel Iris Xe Graphics,Windows 11 OS,14.0,92890,12 Cores,Integrated,0,1000,11.43917128,1000,2.0,2073600,102.85714285714286,8,2,4.788281250000001,6.0,0.5154786575519432,0,0,14,780,6,94,12,2,16
Dell,Inspiron 7430 2 in 1 2023 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics,Windows 11 OS,14.0,57990,Hexa Core,Intel,0,256,10.96802586,256,2.0,2073600,102.85714285714286,6,2,3.3750000000000004,6.0,0.5819968960165546,0,0,6,331,18,126,12,11,17
HP,15s-fy5007TU Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,51999,10 Cores,Intel,0,512,10.85897977,512,2.0,2073600,92.3076923076923,7,2,3.9000000000000004,6.0,0.7500144233542952,0,0,9,46,1,112,12,0,17
Lenovo,Yoga Slim 6 83E00006IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14.0,79990,12 Cores,Intel,0,512,11.28965691,512,2.0,2073600,102.85714285714286,8,2,4.550000000000001,6.0,0.5688211026378298,0,0,14,785,6,111,12,2,17
Lenovo,IdeaPad Flex 5 14IRU8 82Y00051IN Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14.0,76890,10 Cores,Intel,0,512,11.25013111,512,2.0,2073600,102.85714285714286,7,2,4.15,6.0,0.5397320847964625,0,0,14,236,1,111,12,0,17
Lenovo,IdeaPad 1 15ALC7 82R400BSIN Laptop,"Hexa Core, 12 Threads",8,AMD Radeon,Windows 11 OS,15.6,37790,"Hexa Core,",AMD,0,512,10.5397998,512,2.0,2073600,92.3076923076923,6,3,3.8000000000000003,6.0,1.0055570256681663,0,0,14,219,19,72,12,12,12
Acer,One 11 Z8-284 UN.013SI.033 Laptop,"Dual Core, 2 Threads",8,Intel Integrated UHD,Windows 11 OS,11.6,17990,"Dual Core,",Intel,0,128,9.797571327,128,2.0,2073600,124.13793103448276,3,2,2.1125000000000003,6.0,1.1742634797109508,0,0,1,436,16,112,12,10,17
HP,15s-fy5006TU Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,38990,Hexa Core,Intel,0,512,10.57106048,512,2.0,2073600,92.3076923076923,6,2,3.5000000000000004,6.0,0.8976660682226213,0,0,9,45,18,112,12,11,17
Lenovo,IdeaPad 3 15ITL6 82H803LJIN Laptop,"Quad Core, 8 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,15.6,41990,"Quad Core,",Intel,0,512,10.64518677,512,2.0,2073600,92.3076923076923,5,2,3.1,6.0,0.7382710169087878,0,0,14,231,28,123,12,16,17
Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,"Octa Core (4P + 4E), 12 Threads",16,Integrated Intel Iris Xe Graphics,Windows 11 OS,14.0,68990,Octa Core,Integrated,0,512,11.14171685,512,2.0,2073600,102.85714285714286,8,2,4.550000000000001,6.0,0.6595158718654879,0,0,14,278,22,94,12,13,16
HP,Pavilion 14-dv2153TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14.0,69990,10 Cores,Intel,0,1000,11.15610765,1000,2.0,2073600,102.85714285714286,7,2,4.38828125,6.0,0.6269868909844264,0,0,9,448,1,111,12,0,17
Acer,TravelMate P2 TMP214-53 Business Laptop,"Quad Core, 8 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14.0,56990,"Quad Core,",Intel,0,1000,10.95063109,1000,2.0,2073600,102.85714285714286,5,2,3.58828125,6.0,0.6296334883312862,0,0,1,592,28,111,12,16,17
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX RTX 3050,Windows 11 OS,15.6,89990,"Octa Core,",4GB,0,1000,11.40745383,1000,2.0,2073600,92.3076923076923,8,6,5.98828125,6.0,0.6654385209467718,1,0,3,496,24,39,12,14,8
MSI,Thin GF63 12UC-846IN Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,62990,Octa Core,4GB,0,512,11.05073126,512,2.0,2073600,92.3076923076923,8,6,5.75,6.0,0.9128433084616605,1,0,15,560,22,33,12,13,8
Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,37990,Hexa Core,Intel,0,512,10.54507825,512,2.0,2073600,92.3076923076923,6,2,3.5000000000000004,6.0,0.9212950776520138,0,0,14,270,18,126,12,11,17
Lenovo,IdeaPad Gaming 3 82SB00V4IN Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,58990,"Hexa Core,",4GB,0,512,10.98512322,512,2.0,2073600,92.3076923076923,6,6,4.7,6.0,0.7967452110527208,1,0,14,260,19,33,12,12,8
Lenovo,IdeaPad 1 15AMN7 82VG00EQIN Laptop,"Dual Core, 2 Threads",8,AMD Radeon 610M Graphics,Windows 11 OS,15.6,26990,"Dual Core,",AMD,0,512,10.20322171,512,2.0,2073600,92.3076923076923,3,3,2.6,6.0,0.9633197480548352,0,0,14,220,16,75,12,10,12
Asus,ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",16,6GB NVIDIA GeForce RTX 3050,Windows 11 OS,16.0,94990,10 Cores,6GB,0,1000,11.4615269,1000,2.0,2073600,90.0,7,6,5.58828125,6.0,0.58830205811138,1,0,3,499,2,50,12,0,9
Asus,ROG Strix G17 G713RC-HX109WS Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,17.3,86189,"Octa Core,",4GB,0,512,11.36429784,512,2.0,2073600,83.23699421965317,8,6,5.75,6.0,0.6671384979521748,1,0,3,502,24,33,12,14,8
Chuwi,FreeBook Laptop,"Hexa Core (2P + 4E), 8 Threads",12,Intel Integrated Intel UHD Graphics,Windows 11 OS,13.5,37990,Hexa Core,Intel,0,512,10.54507825,512,2.0,2073600,106.66666666666667,6,2,3.6250000000000004,6.0,0.9541984732824429,0,0,5,161,18,109,12,11,17
Lenovo,Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16.0,194990,14 Cores,8GB,0,1000,12.18070355,1000,2.0,2073600,90.0,9,8,6.98828125,6.0,0.35839177650135906,1,0,14,371,8,63,12,3,11
Lenovo,IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop,"Quad Core, 8 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,51990,"Quad Core,",4GB,0,512,10.85880667,512,2.0,2073600,92.3076923076923,5,5,4.0,6.0,0.7693787266782074,1,0,14,249,28,31,12,16,8
Lenovo,IdeaPad Slim 3 82H803U0IN Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,31990,"Dual Core,",Intel,0,256,10.37317863,256,2.0,2073600,92.3076923076923,3,2,2.1750000000000003,6.0,0.6798999687402314,0,0,14,267,17,126,12,10,17
Acer,Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop,"5 Cores (1P + 4E), 6 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,41990,5 Cores,Intel,0,512,10.64518677,512,2.0,2073600,92.3076923076923,5,2,3.1,6.0,0.7382710169087878,1,0,1,91,15,126,12,9,17
Asus,VivoBook 15 X1500EA-EJ311W Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,31990,"Dual Core,",Intel,0,256,10.37317863,256,2.0,2073600,92.3076923076923,3,2,2.1750000000000003,6.0,0.6798999687402314,0,0,3,667,17,112,12,10,17
Asus,Vivobook 15 X1504ZA-NJ542WS Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,51390,10 Cores,Intel,0,512,10.84719888,512,2.0,2073600,92.3076923076923,7,2,4.15,6.0,0.807550107024713,0,0,3,696,1,123,12,0,17
HP,Pavilion 15-eg3018TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,15.6,76900,10 Cores,Intel,0,1000,11.25026116,1000,2.0,2073600,92.3076923076923,7,2,4.38828125,6.0,0.5706477568270482,0,0,9,455,1,107,12,0,17
HP,15s-fq3066TU Laptop,"Dual Core, 2 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,27890,"Dual Core,",Intel,0,512,10.23602348,512,2.0,2073600,92.3076923076923,3,2,2.3000000000000003,6.0,0.8246683399067767,0,0,9,35,16,112,12,10,17
Lenovo,IdeaPad 3 82H803HRIN Laptop,"Quad Core, 8 Threads",16,Integrated Intel Iris Xe Graphics,Windows 11 OS,15.6,56990,"Quad Core,",Integrated,0,512,10.95063109,512,2.0,2073600,92.3076923076923,5,2,3.35,6.0,0.5878224249868398,0,0,14,232,28,94,12,16,16
Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,73990,"Octa Core,",4GB,0,1000,11.21168523,1000,2.0,2073600,92.3076923076923,8,6,5.98828125,6.0,0.8093365657521286,1,0,3,738,24,33,12,14,8
HP,255 G9 841W6PA Laptop,"Dual Core, 4 Threads",8,AMD Radeon Graphics,DOS 3.0 OS,15.6,24999,"Dual Core,",AMD,0,512,10.1265911,512,2.0,2073600,92.3076923076923,3,3,2.6,6.0,1.0400416016640668,0,0,9,59,17,80,2,10,12
HP,255 G8 7J035AA Laptop,"Hexa Core, 12 Threads",8,AMD Radeon ,Windows 11  OS,15.6,33999,"Hexa Core,",AMD,0,256,10.43408639,256,2.0,2073600,92.3076923076923,6,3,3.6750000000000003,6.0,1.0809141445336627,0,0,9,54,19,73,11,12,12
Lenovo,IdeaPad Slim 5 16IAH8 83BG000PIN Laptop,"Octa Core (4P + 4E), 12 Threads",16,Intel UHD Graphics,Windows 11 OS,16.0,61990,Octa Core,Intel,0,512,11.03472836,512,2.0,2073600,90.0,8,2,4.550000000000001,6.0,0.7339893531214713,0,0,14,276,22,126,12,13,17
HP,Victus15-fb0147AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB AMD Radeon AMD Radeon RX 6500M,Windows 11 OS,15.6,47990,"Hexa Core,",4GB,0,512,10.77874793,512,2.0,2073600,92.3076923076923,6,5,4.4,6.0,0.916857678683059,1,0,9,660,19,17,12,12,8
Asus,TUF Gaming F15  FX506HF-HN075W Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,53990,"Hexa Core,",4GB,0,512,10.89655412,512,2.0,2073600,92.3076923076923,6,5,4.4,6.0,0.8149657343952584,1,0,3,532,19,31,12,12,8
HP,15S-EQ1550AU Laptop,"Dual Core, 4 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,31890,"Dual Core,",AMD,0,512,10.37004776,512,2.0,2073600,92.3076923076923,3,3,2.6,6.0,0.8153026026967701,0,0,9,18,17,80,12,10,12
Asus,Vivobook Pro 15 M6500QF-HN541WS Creator Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce GTX 2050,Windows 11 OS,15.6,62390,"Hexa Core,",4GB,0,512,11.04116029,512,2.0,2073600,92.3076923076923,6,5,4.65,6.0,0.7453117486776728,1,0,3,742,19,29,12,12,8
Wings,Nuvobook Pro Laptop,"Quad Core, 8 Threads",16,Intel Graphics,Windows 11 OS,14.0,49990,"Quad Core,",Intel,0,512,10.81957826,512,2.0,2073600,102.85714285714286,5,2,3.35,6.0,0.6701340268053612,0,0,26,414,28,98,12,16,17
Wings,Nuvobook S1 Laptop,"Quad Core, 8 Threads",8,Intel Graphics,Windows 11 OS,15.6,29990,"Quad Core,",Intel,0,256,10.30861927,256,2.0,2073600,92.3076923076923,5,2,2.975,6.0,0.991997332444148,0,0,26,415,28,98,12,16,17
Infinix,INBook X3 Slim Series XL422 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14.0,49990,10 Cores,Intel,0,512,10.81957826,512,2.0,2073600,102.85714285714286,7,2,4.15,6.0,0.8301660332066415,0,0,12,210,1,111,12,0,17
Dell,Vostro 3430 Laptop,"5 Cores (1P + 4E), 6 Threads",8,Intel UHD Graphics,Windows 11 OS,14.0,43490,5 Cores,Intel,0,512,10.68028631,512,2.0,2073600,102.85714285714286,5,2,3.1,6.0,0.7128075419636698,0,0,6,764,15,126,12,9,17
Dell,Inspiron 7430 2 in 1 Touch Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14.0,95640,10 Cores,Intel,0,1000,11.46834642,1000,2.0,2073600,102.85714285714286,7,2,4.38828125,6.0,0.45883325491426186,0,0,6,333,1,123,12,0,17
HP,Omen 16-xf0060AX Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16.0,125990,"Octa Core,",8GB,0,1000,11.74395782,1000,2.0,2073600,90.0,8,8,6.58828125,6.0,0.5229209659496785,1,0,9,431,24,63,12,14,11
HP,Pavilion 15-eg3017TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,15.6,72990,10 Cores,Intel,0,1000,11.19807772,1000,2.0,2073600,92.3076923076923,7,2,4.38828125,6.0,0.601216776270722,0,0,9,454,1,107,12,0,17
MSI,Thin GF63 11UCX-1497IN Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,47990,"Hexa Core,",4GB,0,512,10.77874793,512,2.0,2073600,92.3076923076923,6,5,4.4,6.0,0.916857678683059,1,0,15,559,19,31,12,12,8
HP,Victus  15-fa1060TX  Gaming Laptop,"12 Cores (4P + 8E), 16 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,99999,12 Cores,6GB,0,512,11.51291546,512,2.0,2073600,92.3076923076923,8,7,6.050000000000001,6.0,0.6050060500605007,1,0,9,624,6,53,12,2,9
Asus,Vivobook 15 X1504ZA-NJ325WS Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Integrated Intel UHD Graphics,Windows 11 OS,15.6,40990,Hexa Core,Integrated,0,512,10.62108341,512,2.0,2073600,92.3076923076923,6,2,3.5000000000000004,6.0,0.8538667967797025,0,0,3,694,18,95,12,11,16
Asus,Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop,"14 Cores (6P + 8E), 20 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14.0,94990,14 Cores,Intel,0,512,11.4615269,512,2.0,2073600,102.85714285714286,9,2,4.95,6.0,0.5211074849984209,0,0,3,805,8,111,12,3,17
Asus,VivoBook 15 X1500EA-EJ326WS Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,37990,"Dual Core,",Intel,0,512,10.54507825,512,2.0,2073600,92.3076923076923,3,2,2.3000000000000003,6.0,0.6054224795998948,0,0,3,669,17,126,12,10,17
Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,73990,Octa Core,4GB,0,512,11.21168523,512,2.0,2073600,92.3076923076923,8,5,5.45,6.0,0.7365860251385322,1,0,14,349,22,31,12,13,8
Lenovo,LOQ 15APH8 82XT009CIN 2023 Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,15.6,109990,"Octa Core,",8GB,0,512,11.60814473,512,2.0,2073600,92.3076923076923,8,8,6.35,6.0,0.577325211382853,1,0,14,347,24,63,12,14,11
Acer,Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",8,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,65999,Octa Core,4GB,0,512,11.09739487,512,2.0,2073600,92.3076923076923,8,6,5.5,6.0,0.8333459597872696,1,0,1,409,22,33,12,13,8
Acer,Aspire Lite AL15-51 2023 Laptop,"Hexa Core, 12 Threads",8,AMD Graphics,Windows 11 OS,15.6,35990,"Hexa Core,",AMD,0,512,10.4909964,512,2.0,2073600,92.3076923076923,6,3,3.8000000000000003,6.0,1.0558488469019172,0,0,1,103,19,69,12,12,12
Asus,Vivobook 15 X1504ZA-NJ321WS Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Integrated Intel UHD Graphics,Windows 11 OS,15.6,37980,Hexa Core,Integrated,0,512,10.54481498,512,2.0,2073600,92.3076923076923,6,2,3.5000000000000004,6.0,0.9215376513954714,0,0,3,693,18,95,12,11,16
MSI,Modern 15 B11M-061IN Laptop,"Quad Core, 8 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,40789,"Quad Core,",Intel,0,512,10.61616772,512,2.0,2073600,92.3076923076923,5,2,3.35,6.0,0.8212998602564417,0,0,15,398,28,111,12,16,17
Dell,Alienware M18 R1 2023 Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",64,16GB NVIDIA GeForce RTX 4090,Windows 11 OS,18.0,450039,24 Cores,16GB,0,1000,13.01708952,1000,2.0,2073600,80.0,5,10,7.48828125,6.0,0.16639182937478753,1,0,6,64,14,7,12,8,3
Asus,Vivobook 14X K3405ZFB-KM752WS Laptop,"10 Cores (6P + 4E), 16 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,14.0,89990,10 Cores,4GB,0,1000,11.40745383,1000,2.0,2073600,102.85714285714286,7,5,5.288281250000001,6.0,0.5876521002333593,1,0,3,678,2,31,12,0,8
Acer,Aspire 5 15 A515-58M Gaming Laptop,"10 Cores (2P + 8E), 12 Threads",16,4GB NVIDIA GeForce RTX2050,Windows 11 OS,15.6,56990,10 Cores,4GB,0,512,10.95063109,512,2.0,2073600,92.3076923076923,7,5,5.050000000000001,6.0,0.886120371995087,1,0,1,81,1,40,12,0,8
Walker,NU14A1 Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD Graphics,Windows 11 OS,14.1,16990,"Dual Core,",Intel,0,128,9.740380215,128,2.0,2073600,102.12765957446808,3,2,1.9875000000000003,6.0,1.1698057680988818,0,0,25,401,16,115,12,10,17
Acer,Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Integrated Iris Xe,Windows 11 OS,14.0,54990,12 Cores,Intel,0,512,10.91490663,512,2.0,2073600,102.85714285714286,8,2,4.300000000000001,6.0,0.7819603564284417,0,0,1,519,6,111,12,2,17
Dell,Inspiron 14 5430 2023 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14.0,67000,10 Cores,Intel,0,1000,11.1124479,1000,2.0,2073600,102.85714285714286,7,2,4.13828125,6.0,0.6176539179104478,0,0,6,290,1,123,12,0,17
Lenovo,ThinkBook 15 21JF002CIN Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,DOS OS,15.6,34499,"Quad Core,",AMD,0,512,10.44868562,512,2.0,2073600,92.3076923076923,5,3,3.4,6.0,0.9855358126322502,0,0,14,564,28,79,3,16,12
HP,Pavilion Plus ‎14-eh1047TU Laptop,"14 Cores (6P + 8E), 20 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14.0,107763,14 Cores,Intel,0,512,11.58768965,512,2.0,2073600,102.85714285714286,9,2,4.95,6.0,0.45934133236825253,0,0,9,468,8,111,12,3,17
Dell,Inspiron 7430 2 in 1 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics,Windows 11 OS,14.0,61490,Hexa Core,Intel,0,1000,11.02662984,1000,2.0,2073600,102.85714285714286,6,2,3.7382812500000004,6.0,0.6079494633273703,0,0,6,332,18,126,12,11,17
HP,Pavilion Plus 14-eh1022TU Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14.0,80490,12 Cores,Intel,0,512,11.29588823,512,2.0,2073600,102.85714285714286,8,2,4.550000000000001,6.0,0.5652876133681204,0,0,9,467,6,123,12,2,17
